hour,action,delta,soc,soc_before,dod_morning,dod_evening,p_battery,p_pv_raw,p_pv_grid,p_bess_em,p_reserve,price_em,price_as,revenue_pv,revenue_energy,revenue_reserve,degradation_cost,reward,q1_eval,q2_eval,cumulative_revenue,cumulative_degradation,cumulative_profit,time_to_peak_hour_raw,k,weekday,season,price_em_raw,price_as_raw,p_res_total_raw,soc_raw,dod_raw,price_em_max_morning,price_em_max_evening,k_em_max_morning,k_em_max_evening,price_em_min,k_em_min,price_as_min,price_as_max,time_to_peak_hour,season_name,eval_date
0,0.009584469720721245,-0.009584469720721245,0.5039844009838998,0.5,0.0039844009838998495,0.0,-0.014376704581081867,0.0,0.0,-0.014376704581081867,1.4000000000000001,84.48000000000002,0.1218438238360433,0.0,-1.2145440030097965,0.17058135337046063,0.006289808254223316,-0.0052512622894677966,2.161881923675537,2.4657578468322754,-1.043962649639336,0.006289808254223316,-1.0502524578935593,7.0,0.0,1.9999999701976776,0.0,84.47999831780791,0.12184352189449091,0.0,0.5,0.0,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,6.999999895691872,winter,2025-01-08
1,0.008778038434684277,-0.008778038434684277,0.5076335569617472,0.5039844009838998,0.007633556961747168,0.0,-0.013167057652026415,0.0,0.0,-0.013167057652026415,1.4139454034436496,75.07,0.24851314564578963,0.0,-0.9884510179376229,0.35138401998118646,0.005760587722761556,-0.0032141379283959905,5.153107643127441,5.603156566619873,-1.6810296475957722,0.012050395976984872,-1.693080043572757,6.0,0.9999997615814209,1.9999999701976776,0.0,75.06999712184071,0.24851351158812082,0.0,0.5039844009838998,0.003984391689300537,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,5.999999955296516,winter,2025-01-08
2,0.004501457791775465,-0.004501457791775465,0.5095048772723281,0.5076335569617472,0.009504877272328072,0.0,-0.0067521866876631975,0.0,0.0,-0.0067521866876631975,1.4267174493661152,72.94,0.25333864361949454,0.0,-0.49250449699815363,0.3614426634506765,0.0029540816758526485,-0.0006700795761166489,7.521596431732178,7.677147388458252,-1.8120914811432494,0.01500447765283752,-1.8270959587960869,5.0,2.0000002086162567,1.9999999701976776,0.0,72.93999967619777,0.2533389675491468,0.0,0.5076335569617472,0.007633566856384277,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,4.999999701976776,winter,2025-01-08
3,0.20846855640411377,-0.20846855640411377,0.5961682342917525,0.5095048772723281,0.09616823429175247,0.0,-0.31270283460617065,0.0,0.0,-0.31270283460617065,1.4332670704531483,69.99000000000001,0.24127489868523225,0.0,-21.88607139408589,0.345811367212463,0.13680749014019963,-0.10838533758506813,9.578661918640137,9.496055603027344,-23.352351508016675,0.15181196779303716,-23.50416347580971,4.0,2.9999999701976776,1.9999999701976776,0.0,69.9899972435832,0.24127482172752535,0.0,0.5095048772723281,0.009504884481430054,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,3.999999761581421,winter,2025-01-08
4,0.000133156543597579,-0.000133156543597579,0.5962235893691623,0.5961682342917525,0.09622358936916231,0.0,-0.0001997348153963685,0.0,0.0,-0.0001997348153963685,1.5,83.14,0.24127489868523225,0.0,-0.016605952552054076,0.3619123480278484,8.73839817359112e-05,0.0017260950574702922,10.481430053710938,10.797739028930664,-23.007045112540883,0.15189935177477307,-23.158944464315656,3.0,3.9999997317790985,1.9999999701976776,0.0,83.14000310495496,0.24127482172752535,0.0,0.5961682342917525,0.09616822004318237,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,2.9999998211860657,winter,2025-01-08
5,0.0005683776107616723,-0.0005683776107616723,0.5964598720616361,0.5962235893691623,0.09645987206163609,0.0,-0.0008525664161425084,0.0,0.0,-0.0008525664161425084,1.5,110.43,0.27505338450116473,0.0,-0.09414890933461721,0.4125800767517471,0.00037299780706234737,0.0015902908480503377,12.368902206420898,12.922759056091309,-22.688613945123752,0.15227234958183541,-22.840886294705587,2.0,5.000000178813934,1.9999999701976776,0.0,110.42999707952143,0.27505301345470723,0.0,0.5962235893691623,0.09622359275817871,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,1.9999998807907104,winter,2025-01-08
6,0.31762269139289856,0.31762269139289856,0.4561258405183819,0.5964598720616361,0.1403340315432542,0.0,0.47643403708934784,0.0,0.0,0.47643403708934784,1.0235659629106522,132.36,0.39689720833720804,0.0,63.06080914914609,0.40625047322822405,1.0421994561329482,0.31212430083120685,14.435689926147461,14.888676643371582,40.77844567725056,1.1944718057147836,39.583973871535775,0.0,5.999999940395355,1.9999999701976776,0.0,132.3600006171316,0.3968975471873112,0.0,0.5964598720616361,0.09645986557006836,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,0.0,winter,2025-01-08
7,0.10176551342010498,0.10176551342010498,0.4111631689041971,0.4561258405183819,0.185296703157439,0.0,0.15264827013015747,0.0,0.0,0.15264827013015747,1.2464404418143367,158.96,1.278756963031735,0.0,24.264969019889833,1.5938943939744352,0.3339180909097194,0.12762472661477273,18.88620948791504,19.91630744934082,66.63730909111483,1.528389896624503,65.10891919449033,0.0,7.000000044703484,1.9999999701976776,0.0,158.95999994192275,1.2787569598911295,0.0,0.4561258405183819,0.14033403992652893,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,0.0,winter,2025-01-08
8,0.08793581277132034,0.08793581277132034,0.37231082158255335,0.4111631689041971,0.22414905047908273,0.0,0.13190371915698051,1.1625090660291302,1.1625090660291302,0.13190371915698051,1.0890710911646897,152.95,3.847128259536039,177.80576164915544,20.17467384506017,4.189796171463428,0.2885393856558948,1.0094084614001158,24.527843475341797,25.091842651367188,268.80754075679386,1.816929282280398,266.99061147451346,0.0,8.000000149011612,1.9999999701976776,0.0,152.94999935634436,3.847127902626169,1.162509173154831,0.4111631689041971,0.18529671430587769,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,0.0,winter,2025-01-08
9,0.019387081265449524,-0.019387081265449524,0.3803703082229045,0.37231082158255335,0.22414905047908273,0.0,-0.029080621898174286,3.933706598794178,3.904625976896004,-0.0,0.9530878755389368,124.37,4.971469287409224,485.618332746556,-0.0,4.73824710144393,0.06361386040225624,2.451464829937988,29.204137802124023,30.060161590576172,759.1641206047939,1.8805431426826542,757.2835774621112,8.0,9.000000081956387,1.9999999701976776,0.0,124.3699987833202,4.971469259926353,3.933706507086754,0.37231082158255335,0.22414904832839966,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,7.999999992549419,winter,2025-01-08
10,0.07009033113718033,-0.07009033113718033,0.4095078601670752,0.3803703082229045,0.22414905047908273,0.0,-0.10513549670577049,6.980920181681313,6.875784684975542,-0.0,0.9812960787801659,107.35999999999999,4.570952955591737,738.1842437789742,-0.0,4.485458211610782,0.2299838990438729,3.7121985904577053,31.929025650024414,32.620338439941406,1501.833822595379,2.110527041726527,1499.7232955536524,7.0,10.000000014901161,1.9999999701976776,0.0,107.3600028012693,4.570953379646857,6.9809201918542385,0.3803703082229045,0.22414904832839966,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,6.999999895691872,winter,2025-01-08
11,0.17285048961639404,-0.17285048961639404,0.481364277993319,0.4095078601670752,0.22414905047908273,0.0,-0.25927573442459106,9.514442452185559,9.255166717760968,-0.0,1.0832775105847632,101.94,4.388790407084387,943.471695208553,-0.0,4.754277946664664,0.5671656690537928,4.738294037430819,30.12071418762207,31.121753692626953,2450.059795750596,2.67769271078032,2447.382103039816,6.0,10.999999990686774,1.9999999701976776,0.0,101.93999727040529,4.388790140482373,9.514442458748817,0.4095078601670752,0.22414904832839966,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,5.999999955296516,winter,2025-01-08
12,0.29186540842056274,-0.29186540842056274,0.6026968977795815,0.481364277993319,0.22414905047908273,0.12133261978626247,-0.4377981126308441,8.967183046989602,8.529384934358758,-0.0,1.3347749729766163,103.98999999999998,4.417743394926615,886.9707393239671,-0.0,5.896693320580797,0.9576833713799713,4.459548746365839,24.7230281829834,26.351537704467773,3342.927228395144,3.635376082160291,3339.291852312984,5.0,12.000000009313226,1.9999999701976776,0.0,103.99000015228987,4.417743888086641,8.967183083295822,0.481364277993319,0.0,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,4.999999701976776,winter,2025-01-08
13,0.05082804709672928,-0.05082804709672928,0.6238268430726503,0.6026968977795815,0.22414905047908273,0.14246256507933136,-0.07624207064509392,8.322227738548786,8.245985667903692,-0.0,1.5,115.54999999999998,3.471945792080501,952.8236439262715,-0.0,5.207918688120752,0.16677952953614292,4.789323915424281,18.14426040649414,18.14000129699707,4300.958791009537,3.802155611696434,4297.156635397841,4.0,12.999999985098839,1.9999999701976776,0.0,115.55000063002109,3.471945413182531,8.322227764874697,0.6026968977795815,0.12133261561393738,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,3.999999761581421,winter,2025-01-08
14,0.0228026881814003,-0.0228026881814003,0.6333062463023468,0.6238268430726503,0.22414905047908273,0.1519419683090278,-0.03420403227210045,7.475523975270564,7.441319942998463,-0.0,1.5,125.28999999999999,2.105123491028657,932.3229756582774,-0.0,3.157685236542986,0.07482132059521972,4.677029197871126,11.135810852050781,10.162348747253418,5236.439451904358,3.8769769322916536,5232.562474972066,3.0,13.999999918043613,1.9999999701976776,0.0,125.29000017017125,2.1051231231240926,7.475523974862881,0.6238268430726503,0.14246255159378052,158.96000035703182,155.9200036406517,7.0000001192092896,16.999999940395355,69.98999930888414,3.0000000596046448,0.12184381789137742,4.97146951909499,2.9999998211860657,winter,2025-01-08
